モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,TGS_5Kpm_9.2mg_20241115,,,,,,,,
測定日時,2024/11/15 14:19:48,,,,,,,,
サンプル名,TGS,,,,,,,,
サンプル質量,9.2,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,-13,72,5,3,0.2,On,Off,On
,2,72,-13,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
TGS_5Kpm_9.2mg_20241115  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-1.266645444,,,,,,,,
2,1.004942504,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
1.196666667,-11.45021439,-868.6647339,141.717041,,,,,,
1.2,-11.43132401,-869.1135864,139.0539551,,,,,,
1.203333333,-11.41241741,-869.5443726,136.2883301,,,,,,
1.206666667,-11.39349461,-869.9764404,133.5336914,,,,,,
1.21,-11.37454128,-870.4126587,130.7416992,,,,,,
1.213333333,-11.35558701,-870.8425293,127.963623,,,,,,
1.216666667,-11.33664894,-871.2683716,125.3642578,,,,,,
1.22,-11.31771088,-871.6862793,122.7312012,,,,,,
1.223333333,-11.29877281,-872.1020508,120.135498,,,,,,
1.226666667,-11.27983475,-872.5220337,117.7199707,,,,,,
1.23,-11.26089668,-872.9324951,115.2041016,,,,,,
1.233333333,-11.24195862,-873.3231201,112.6391602,,,,,,
1.236666667,-11.22302055,-873.6953735,110.175293,,,,,,
1.24,-11.20408249,-874.0548096,107.8212891,,,,,,
1.243333333,-11.18514442,-874.3987427,105.7573242,,,,,,
1.246666667,-11.16619015,-874.7315674,103.8947754,,,,,,
1.25,-11.14725208,-875.0574341,101.7231445,,,,,,
1.253333333,-11.12833023,-875.3812256,99.22924805,,,,,,
1.256666667,-11.10939217,-875.706543,96.65551758,,,,,,
1.26,-11.0904541,-876.0245972,94.14404297,,,,,,
1.263333333,-11.07151604,-876.3258667,91.73510742,,,,,,
1.266666667,-11.05257797,-876.6276855,89.31152344,,,,,,
1.27,-11.0336237,-876.9251099,86.92456055,,,,,,
1.273333333,-11.01470184,-877.2089844,84.60644531,,,,,,
1.276666667,-10.99576378,-877.4820557,82.44287109,,,,,,
1.28,-10.97684097,-877.7462158,80.54956055,,,,,,
1.283333333,-10.95791912,-878.008606,78.88842773,,,,,,
1.286666667,-10.93901253,-878.2808228,77.29321289,,,,,,
1.29,-10.92007446,-878.5481567,75.71337891,,,,,,
1.293333333,-10.90118408,-878.7877808,74.0324707,,,,,,
1.296666667,-10.88229275,-879.0042725,72.10400391,,,,,,
1.3,-10.86340237,-879.2171631,70.00854492,,,,,,
1.303333333,-10.84448051,-879.4307861,68.07788086,,,,,,
1.306666667,-10.82557392,-879.6459351,66.23657227,,,,,,
1.31,-10.80668354,-879.8641968,64.31030273,,,,,,
1.313333333,-10.78774548,-880.0789185,62.44262695,,,,,,
1.316666667,-10.76883888,-880.2808228,60.70751953,,,,,,
1.32,-10.74993229,-880.4839478,59.10791016,,,,,,
1.323333333,-10.73104191,-880.696228,57.51708984,,,,,,
1.326666667,-10.71215153,-880.906311,55.84570313,,,,,,
1.33,-10.69326019,-881.1067505,54.09448242,,,,,,
1.333333333,-10.67438602,-881.2987671,52.45605469,,,,,,
1.336666667,-10.65549564,-881.4730835,51.01611328,,,,,,
1.34,-10.63660431,-881.6279907,49.66479492,,,,,,
1.343333333,-10.61771393,-881.7754517,48.24682617,,,,,,
1.346666667,-10.59880733,-881.9232788,46.6171875,,,,,,
1.35,-10.5799017,-882.0671997,44.78466797,,,,,,
1.353333333,-10.56101036,-882.2053833,42.75146484,,,,,,
1.356666667,-10.54210472,-882.3384399,40.83251953,,,,,,
1.36,-10.52321339,-882.4736938,39.17431641,,,,,,
1.363333333,-10.50430679,-882.6060181,37.46777344,,,,,,
1.366666667,-10.48543262,-882.7333374,35.67333984,,,,,,
1.37,-10.46657372,-882.8615112,33.96240234,,,,,,
1.373333333,-10.44769859,-882.9857788,32.27197266,,,,,,
1.376666667,-10.42880821,-883.0973511,30.65478516,,,,,,
1.38,-10.40991783,-883.1991577,29.1796875,,,,,,
1.383333333,-10.39104271,-883.2985229,27.74267578,,,,,,
1.386666667,-10.3721838,-883.3858032,26.21191406,,,,,,
1.39,-10.35330963,-883.4564819,24.75878906,,,,,,
1.393333333,-10.33445072,-883.5128784,23.28222656,,,,,,
1.396666667,-10.31562328,-883.5581665,21.88183594,,,,,,
1.4,-10.29676437,-883.6133423,20.66455078,,,,,,
1.403333333,-10.27793694,-883.678894,19.48974609,,,,,,
1.406666667,-10.25909424,-883.7437134,18.32666016,,,,,,
1.41,-10.24025059,-883.8068237,17.00683594,,,,,,
1.413333333,-10.22142315,-883.8666382,15.50976563,,,,,,
1.416666667,-10.20256424,-883.9193726,14.07421875,,,,,,
1.42,-10.18370533,-883.9647827,12.81005859,,,,,,
1.423333333,-10.16486263,-884.0006714,11.63964844,,,,,,
1.426666667,-10.14601994,-884.0234985,10.546875,,,,,,
1.43,-10.1271925,-884.0463257,9.629882813,,,,,,
1.433333333,-10.10839653,-884.0696411,8.863769531,,,,,,
1.436666667,-10.0895853,-884.0848999,8.137207031,,,,,,
1.44,-10.07078934,-884.1101685,7.311035156,,,,,,
1.443333333,-10.05199432,-884.1464233,6.413085938,,,,,,
1.446666667,-10.03321457,-884.1821899,5.500488281,,,,,,
1.45,-10.01445007,-884.2080688,4.527832031,,,,,,
1.453333333,-9.99565506,-884.2171021,3.477539063,,,,,,
1.456666667,-9.976875305,-884.2167358,2.44921875,,,,,,
1.46,-9.958110809,-884.2158813,1.508789063,,,,,,
1.463333333,-9.93936348,-884.2175903,0.732421875,,,,,,
1.466666667,-9.920583725,-884.2214966,0.158203125,,,,,,
1.47,-9.90180397,-884.2244263,-0.307617188,,,,,,
1.473333333,-9.883008003,-884.2261353,-0.90234375,,,,,,
1.476666667,-9.864212036,-884.2216187,-1.450195313,,,,,,
1.48,-9.845433235,-884.2033081,-2.015625,,,,,,
1.483333333,-9.826653481,-884.1853638,-2.765625,,,,,,
1.486666667,-9.807888985,-884.1757202,-3.713378906,,,,,,
1.49,-9.78910923,-884.1624146,-4.681640625,,,,,,
1.493333333,-9.770360947,-884.1408081,-5.397949219,,,,,,
1.496666667,-9.751581192,-884.112854,-5.859375,,,,,,
1.5,-9.732833862,-884.0830688,-6.234375,,,,,,
1.503333333,-9.714100838,-884.0562134,-6.659179688,,,,,,
1.506666667,-9.695368767,-884.0355835,-7.193847656,,,,,,
1.51,-9.676620483,-884.0181274,-7.877929688,,,,,,
1.513333333,-9.657856941,-883.9967651,-8.529785156,,,,,,
1.516666667,-9.639093399,-883.97052,-9.036621094,,,,,,
1.52,-9.620345116,-883.9420776,-9.401367188,,,,,,
1.523333333,-9.601596832,-883.913269,-9.637207031,,,,,,
1.526666667,-9.582817078,-883.8781128,-9.99609375,,,,,,
1.53,-9.564085007,-883.8309937,-10.41650391,,,,,,
1.533333333,-9.545321465,-883.7849731,-10.80029297,,,,,,
1.536666667,-9.526556969,-883.7461548,-11.17822266,,,,,,
1.54,-9.507808685,-883.7130737,-11.56640625,,,,,,
1.543333333,-9.489076614,-883.6793823,-12.02490234,,,,,,
1.546666667,-9.470344543,-883.6420288,-12.56542969,,,,,,
1.55,-9.451612473,-883.5944214,-13.13085938,,,,,,
1.553333333,-9.432911873,-883.5393677,-13.66113281,,,,,,
1.556666667,-9.414211273,-883.4928589,-14.09912109,,,,,,
1.56,-9.395526886,-883.451355,-14.51953125,,,,,,
1.563333333,-9.376841545,-883.4099731,-14.91064453,,,,,,
1.566666667,-9.358140945,-883.3690796,-15.28564453,,,,,,
1.57,-9.339425087,-883.324646,-15.62255859,,,,,,
1.573333333,-9.320724487,-883.2783813,-15.98291016,,,,,,
1.576666667,-9.302039146,-883.2250366,-16.41064453,,,,,,
1.58,-9.283370972,-883.1655884,-16.92333984,,,,,,
1.583333333,-9.264685631,-883.1011353,-17.53417969,,,,,,
1.586666667,-9.246001244,-883.0320435,-18.13623047,,,,,,
1.59,-9.227348328,-882.9650269,-18.60644531,,,,,,
1.593333333,-9.208695412,-882.9006958,-18.91113281,,,,,,
1.596666667,-9.190057755,-882.8396606,-19.29638672,,,,,,
1.6,-9.17143631,-882.7776489,-19.82080078,,,,,,
1.603333333,-9.152814865,-882.7156372,-20.31884766,,,,,,
1.606666667,-9.134224892,-882.6547241,-20.76123047,,,,,,
1.61,-9.115619659,-882.5900269,-21.17138672,,,,,,
1.613333333,-9.097029686,-882.5147095,-21.62548828,,,,,,
1.616666667,-9.078408241,-882.43573,-22.09423828,,,,,,
1.62,-9.059819221,-882.3584595,-22.42089844,,,,,,
1.623333333,-9.041229248,-882.2776489,-22.55566406,,,,,,
1.626666667,-9.022655487,-882.1925659,-22.64941406,,,,,,
1.63,-9.004065514,-882.1087036,-22.83544922,,,,,,
1.633333333,-8.985491753,-882.0307007,-23.06982422,,,,,,
1.636666667,-8.96693325,-881.9490356,-23.30712891,,,,,,
1.64,-8.948390961,-881.8637085,-23.70556641,,,,,,
1.643333333,-8.929833412,-881.7780151,-24.22412109,,,,,,
1.646666667,-8.911306381,-881.697937,-24.67675781,,,,,,
1.65,-8.892748833,-881.6217651,-24.99169922,,,,,,
1.653333333,-8.874222755,-881.5422974,-25.15283203,,,,,,
1.656666667,-8.855727196,-881.4559937,-25.17333984,,,,,,
1.66,-8.837184906,-881.367981,-25.23486328,,,,,,
1.663333333,-8.81864357,-881.2901001,-25.34472656,,,,,,
1.666666667,-8.800116539,-881.2182007,-25.50732422,,,,,,
1.67,-8.781606674,-881.1378784,-25.69189453,,,,,,
1.673333333,-8.763079643,-881.052063,-25.87060547,,,,,,
1.676666667,-8.744553566,-880.9691772,-26.05224609,,,,,,
1.68,-8.726042747,-880.8827515,-26.19726563,,,,,,
1.683333333,-8.70751667,-880.781189,-26.30419922,,,,,,
1.686666667,-8.688989639,-880.6764526,-26.43603516,,,,,,
1.69,-8.670463562,-880.5841675,-26.65429688,,,,,,
1.693333333,-8.651937485,-880.4984741,-26.86523438,,,,,,
1.696666667,-8.633410454,-880.4174194,-26.99707031,,,,,,
1.7,-8.614900589,-880.3362427,-27.12304688,,,,,,
1.703333333,-8.596421242,-880.2514038,-27.3449707,,,,,,
1.706666667,-8.577926636,-880.1593628,-27.67163086,,,,,,
1.71,-8.559448242,-880.0591431,-27.91992188,,,,,,
1.713333333,-8.540968895,-879.9603882,-28.04736328,,,,,,
1.716666667,-8.52250576,-879.8671265,-28.18066406,,,,,,
1.72,-8.504011154,-879.7715454,-28.30371094,,,,,,
1.723333333,-8.485516548,-879.6758423,-28.25683594,,,,,,
1.726666667,-8.467053413,-879.5814819,-28.07739258,,,,,,
1.73,-8.448590279,-879.4863892,-27.9206543,,,,,,
1.733333333,-8.430111885,-879.3911133,-27.91333008,,,,,,
1.736666667,-8.411664009,-879.2974243,-28.02612305,,,,,,
1.74,-8.393200874,-879.201416,-28.16455078,,,,,,
1.743333333,-8.374750137,-879.1000977,-28.3359375,,,,,,
1.746666667,-8.356534004,-878.9979248,-28.51977539,,,,,,
1.75,-8.3382864,-878.9003296,-28.50146484,,,,,,
1.753333333,-8.320069313,-878.8052979,-28.34472656,,,,,,
1.756666667,-8.30185318,-878.7097168,-28.21362305,,,,,,
1.76,-8.283652306,-878.614502,-28.11035156,,,,,,
1.763333333,-8.265467644,-878.5240479,-27.90234375,,,,,,
1.766666667,-8.247266769,-878.4331055,-27.66870117,,,,,,
1.77,-8.229097366,-878.3444824,-27.46362305,,,,,,
1.773333333,-8.210911751,-878.2592163,-27.35009766,,,,,,
1.776666667,-8.192727089,-878.1685181,-27.33251953,,,,,,
1.78,-8.174541473,-878.0760498,-27.26733398,,,,,,
1.783333333,-8.156356812,-877.9827881,-27.01831055,,,,,,
1.786666667,-8.138171196,-877.8813477,-26.77075195,,,,,,
1.79,-8.119970322,-877.7810669,-26.69750977,,,,,,
1.793333333,-8.101800919,-877.6901245,-26.79492188,,,,,,
1.796666667,-8.083616257,-877.6046143,-26.91650391,,,,,,
1.8,-8.065430641,-877.5195313,-27.00439453,,,,,,
1.803333333,-8.047261238,-877.4368286,-27.14282227,,,,,,
1.806666667,-8.029108047,-877.3604736,-27.25341797,,,,,,
1.81,-8.010938644,-877.2848511,-27.18383789,,,,,,
1.813333333,-7.99273777,-877.2037964,-27.21020508,,,,,,
1.816666667,-7.974583626,-877.1132813,-27.41748047,,,,,,
1.82,-7.956414223,-877.0205688,-27.58886719,,,,,,
1.823333333,-7.93824482,-876.9382324,-27.77709961,,,,,,
1.826666667,-7.920091152,-876.8599854,-27.82324219,,,,,,
1.83,-7.901921749,-876.7723999,-27.79467773,,,,,,
1.833333333,-7.883768082,-876.6724243,-27.85253906,,,,,,
1.836666667,-7.865629673,-876.5669556,-27.94555664,,,,,,
1.84,-7.847476006,-876.4630127,-28.11401367,,,,,,
1.843333333,-7.829306602,-876.3592529,-28.30664063,,,,,,
1.846666667,-7.811137199,-876.2558594,-28.45458984,,,,,,
1.85,-7.792998791,-876.1638184,-28.57250977,,,,,,
1.853333333,-7.774860859,-876.0807495,-28.77539063,,,,,,
1.856666667,-7.756753922,-875.9833984,-28.95922852,,,,,,
1.86,-7.73861599,-875.8763428,-29.12841797,,,,,,
1.863333333,-7.720509052,-875.7689209,-29.39428711,,,,,,
1.866666667,-7.702402115,-875.6640015,-29.72387695,,,,,,
1.87,-7.684295654,-875.5645752,-29.84472656,,,,,,
1.873333333,-7.666172981,-875.4630737,-29.6418457,,,,,,
1.876666667,-7.648050785,-875.3657227,-29.32543945,,,,,,
1.88,-7.629943848,-875.2695923,-29.10205078,,,,,,
1.883333333,-7.61183691,-875.1685181,-28.95703125,,,,,,
1.886666667,-7.593745708,-875.0709229,-28.74975586,,,,,,
1.89,-7.575639248,-874.9849243,-28.55419922,,,,,,
1.893333333,-7.55753231,-874.8959351,-28.546875,,,,,,
1.896666667,-7.539441109,-874.7976074,-28.54541016,,,,,,
1.9,-7.521349907,-874.6932983,-28.4362793,,,,,,
1.903333333,-7.503274441,-874.5837402,-28.37695313,,,,,,
1.906666667,-7.485183239,-874.4743042,-28.28613281,,,,,,
1.91,-7.467107773,-874.3745117,-28.12353516,,,,,,
1.913333333,-7.449063778,-874.2911377,-27.86865234,,,,,,
1.916666667,-7.431019783,-874.2156982,-27.57568359,,,,,,
1.92,-7.412960052,-874.1339111,-27.48193359,,,,,,
1.923333333,-7.394899845,-874.0438232,-27.44018555,,,,,,
1.926666667,-7.376871586,-873.9538574,-27.22631836,,,,,,
1.93,-7.35884285,-873.8695679,-27.08935547,,,,,,
1.933333333,-7.34081459,-873.7863159,-27.09375,,,,,,
1.936666667,-7.32280159,-873.7005005,-26.93188477,,,,,,
1.94,-7.304773331,-873.6090088,-26.66088867,,,,,,
1.943333333,-7.286776066,-873.5096436,-26.32763672,,,,,,
1.946666667,-7.268778801,-873.4071045,-26.04858398,,,,,,
1.95,-7.250797272,-873.3128662,-25.88745117,,,,,,
1.953333333,-7.232831478,-873.2303467,-25.84570313,,,,,,
1.956666667,-7.21488142,-873.1538696,-25.92407227,,,,,,
1.96,-7.196915627,-873.0739136,-25.90356445,,,,,,
1.963333333,-7.178934097,-872.9797974,-25.69189453,,,,,,
1.966666667,-7.160968304,-872.8894043,-25.44213867,,,,,,
1.97,-7.14300251,-872.8104248,-25.2824707,,,,,,
1.973333333,-7.125005245,-872.7267456,-25.25976563,,,,,,
1.976666667,-7.107039452,-872.6430054,-25.35424805,,,,,,
1.98,-7.089089394,-872.5637207,-25.39453125,,,,,,
1.983333333,-7.0711236,-872.4852905,-25.13085938,,,,,,
1.986666667,-7.053142071,-872.4024658,-24.70532227,,,,,,
1.99,-7.035192013,-872.3114624,-24.29516602,,,,,,
1.993333333,-7.017226219,-872.22052,-24.07250977,,,,,,
1.996666667,-6.999260426,-872.1343384,-24.04614258,,,,,,
2,-6.981309891,-872.0541992,-23.95898438,,,,,,
2.003333333,-6.963359833,-871.9825439,-23.68505859,,,,,,
2.006666667,-6.945394039,-871.9138794,-23.30786133,,,,,,
2.01,-6.927459717,-871.8415527,-23.02075195,,,,,,
2.013333333,-6.909509182,-871.7652588,-22.81347656,,,,,,
2.016666667,-6.891543388,-871.6781616,-22.62451172,,,,,,
2.02,-6.873577595,-871.5838013,-22.41137695,,,,,,
2.023333333,-6.855611801,-871.5004883,-22.14916992,,,,,,
2.026666667,-6.837646008,-871.4329224,-21.92138672,,,,,,
2.03,-6.819680214,-871.3660278,-21.61010742,,,,,,
2.033333333,-6.801698685,-871.3007202,-21.26806641,,,,,,
2.036666667,-6.78370142,-871.2259521,-21.0769043,,,,,,
2.04,-6.765688896,-871.1521606,-21.06518555,,,,,,
2.043333333,-6.747691631,-871.086731,-21.1237793,,,,,,
2.046666667,-6.729694366,-871.0219116,-21.12670898,,,,,,
2.05,-6.711744308,-870.9604492,-20.91943359,,,,,,
2.053333333,-6.693778515,-870.9009399,-20.61914063,,,,,,
2.056666667,-6.675828457,-870.8338013,-20.43164063,,,,,,
2.06,-6.657878399,-870.765625,-20.33203125,,,,,,
2.063333333,-6.6399436,-870.7073364,-20.18115234,,,,,,
2.066666667,-6.621993542,-870.6489258,-20.11962891,,,,,,
2.07,-6.604074478,-870.5874634,-19.07006836,,,,,,
2.073333333,-6.586155891,-870.5255737,-17.56054688,,,,,,
2.076666667,-6.568236828,-870.458313,-16.15576172,,,,,,
2.08,-6.550302505,-870.3798218,-14.59350586,,,,,,
2.083333333,-6.532368183,-870.2964478,-12.98217773,,,,,,
2.086666667,-6.514433384,-870.2205811,-11.3203125,,,,,,
2.09,-6.496514797,-870.159668,-9.825439453,,,,,,
2.093333333,-6.478595734,-870.111145,-8.685058594,,,,,,
2.096666667,-6.460661411,-870.0564575,-7.640625,,,,,,
2.1,-6.442758083,-869.9794312,-6.495849609,,,,,,
2.103333333,-6.424839497,-869.8956909,-5.513671875,,,,,,
2.106666667,-6.406936169,-869.8223877,-4.67578125,,,,,,
2.11,-6.389017105,-869.7735596,-3.815917969,,,,,,
2.113333333,-6.37112999,-869.8425903,-2.850585938,,,,,,
2.116666667,-6.353258133,-869.8947144,-1.748291016,,,,,,
2.12,-6.335370541,-869.9436035,-0.724365234,,,,,,
2.123333333,-6.317482948,-870.0027466,0.168457031,,,,,,
2.126666667,-6.299611092,-870.0740356,0.922119141,,,,,,
2.13,-6.281754971,-870.1444092,1.513183594,,,,,,
2.133333333,-6.263867378,-870.1921387,1.907226563,,,,,,
2.136666667,-6.245995522,-870.2197876,2.197265625,,,,,,
2.14,-6.228123665,-870.2445068,2.625732422,,,,,,
2.143333333,-6.210251808,-870.2680664,3.24609375,,,,,,
2.146666667,-6.192395687,-870.2828369,3.804931641,,,,,,
2.15,-6.174555302,-870.2946167,4.291992188,,,,,,
2.153333333,-6.156714439,-870.3079224,3.792480469,,,,,,
2.156666667,-6.138905525,-870.3335571,2.485107422,,,,,,
2.16,-6.121096134,-870.3567505,1.327880859,,,,,,
2.163333333,-6.103302479,-870.3580322,0.12890625,,,,,,
2.166666667,-6.085525036,-870.3433228,-1.201171875,,,,,,
2.17,-6.06773138,-870.3242188,-2.616943359,,,,,,
2.173333333,-6.049937725,-870.3039551,-3.877441406,,,,,,
2.176666667,-6.032159805,-870.2823486,-4.847900391,,,,,,
2.18,-6.014413357,-870.2545776,-5.693847656,,,,,,
2.183333333,-5.996635437,-870.2235718,-6.550048828,,,,,,
2.186666667,-5.978873253,-870.1906738,-7.322753906,,,,,,
2.19,-5.961111069,-870.1599731,-8.022216797,,,,,,
2.193333333,-5.943348885,-870.1361694,-8.692382813,,,,,,
2.196666667,-5.9255867,-870.1021118,-9.456298828,,,,,,
2.2,-5.907824516,-870.0530396,-10.33886719,,,,,,
2.203333333,-5.890078068,-870.0053711,-11.04711914,,,,,,
2.206666667,-5.872331142,-869.9595337,-11.5144043,,,,,,
2.21,-5.854616165,-869.914917,-11.87695313,,,,,,
2.213333333,-5.836885452,-869.8707275,-12.18896484,,,,,,
2.216666667,-5.819169998,-869.8261719,-12.46508789,,,,,,
2.22,-5.801439285,-869.7802734,-12.69946289,,,,,,
2.223333333,-5.783739567,-869.734314,-12.86791992,,,,,,
2.226666667,-5.766008854,-869.6887207,-12.97705078,,,,,,
2.23,-5.748262405,-869.6431274,-13.09350586,,,,,,
2.233333333,-5.73051548,-869.5980835,-13.28173828,,,,,,
2.236666667,-5.712753296,-869.5536499,-13.55419922,,,,,,
2.24,-5.694991112,-869.508606,-13.48095703,,,,,,
2.243333333,-5.677228928,-869.4628296,-13.39160156,,,,,,
2.246666667,-5.659435749,-869.4160767,-13.32128906,,,,,,
2.25,-5.641657829,-869.3682251,-13.26416016,,,,,,
2.253333333,-5.62387991,-869.3208008,-13.20336914,,,,,,
2.256666667,-5.60610199,-869.2765503,-13.14624023,,,,,,
2.26,-5.58832407,-869.2330933,-13.07592773,,,,,,
2.263333333,-5.570530415,-869.1886597,-12.98071289,,,,,,
2.266666667,-5.552752495,-869.1461792,-12.89282227,,,,,,
2.27,-5.534990311,-869.1049805,-12.81958008,,,,,,
2.273333333,-5.517228127,-869.0620117,-12.7434082,,,,,,
2.276666667,-5.499497414,-869.0184326,-12.67602539,,,,,,
2.28,-5.481735229,-868.9751587,-12.63061523,,,,,,
2.283333333,-5.464019775,-868.9333496,-12.57495117,,,,,,
2.286666667,-5.446289063,-868.8926392,-12.47021484,,,,,,
2.29,-5.42855835,-868.8517456,-12.31274414,,,,,,
2.293333333,-5.410842896,-868.8120728,-12.14355469,,,,,,
2.296666667,-5.393127918,-868.7728271,-12.00512695,,,,,,
2.3,-5.375412464,-868.7332764,-11.8894043,,,,,,
2.303333333,-5.357681751,-868.694519,-11.76342773,,,,,,
2.306666667,-5.339982033,-868.6564941,-11.65209961,,,,,,
2.31,-5.322267056,-868.6173706,-11.578125,,,,,,
2.313333333,-5.304567337,-868.5780029,-11.48730469,,,,,,
2.316666667,-5.286867619,-868.5391846,-11.37817383,,,,,,
2.32,-5.269152641,-868.4993286,-11.2668457,,,,,,
2.323333333,-5.251452923,-868.4580688,-11.17382813,,,,,,
2.326666667,-5.233753681,-868.4186401,-11.09472656,,,,,,
2.33,-5.216085434,-868.3830566,-10.97827148,,,,,,
2.333333333,-5.198417187,-868.3493042,-10.84716797,,,,,,
2.336666667,-5.18074894,-868.3150024,-10.72412109,,,,,,
2.34,-5.163064957,-868.2810059,-10.59887695,,,,,,
2.343333333,-5.145412445,-868.2474365,-10.47509766,,,,,,
2.346666667,-5.127759933,-868.213501,-10.37548828,,,,,,
2.35,-5.110075951,-868.1784058,-10.27807617,,,,,,
2.353333333,-5.092439175,-868.1436157,-10.16894531,,,,,,
2.356666667,-5.074786663,-868.1091919,-10.04956055,,,,,,
2.36,-5.057133675,-868.0749512,-9.901611328,,,,,,
2.363333333,-5.039465427,-868.0404053,-9.746337891,,,,,,
2.366666667,-5.021781921,-868.0053711,-9.625488281,,,,,,
2.37,-5.00412941,-867.9724731,-9.536132813,,,,,,
2.373333333,-4.986445427,-867.9425049,-9.458496094,,,,,,
2.376666667,-4.968761444,-867.9133301,-9.370605469,,,,,,
2.38,-4.951077461,-867.8843384,-9.270996094,,,,,,
2.383333333,-4.933409214,-867.8553467,-9.162597656,,,,,,
2.386666667,-4.915740967,-867.8259277,-9.043945313,,,,,,
2.39,-4.89807272,-867.7957764,-8.915039063,,,,,,
2.393333333,-4.880420208,-867.7653809,-8.769287109,,,,,,
2.396666667,-4.862736225,-867.7352905,-8.619873047,,,,,,
2.4,-4.845099449,-867.7075806,-8.462402344,,,,,,
2.403333333,-4.827478409,-867.6808472,-8.306396484,,,,,,
2.406666667,-4.809841156,-867.6513672,-8.136474609,,,,,,
2.41,-4.79220438,-867.6204224,-7.956298828,,,,,,
2.413333333,-4.774551868,-867.5916748,-7.822265625,,,,,,
2.416666667,-4.756915092,-867.5645752,-7.713867188,,,,,,
2.42,-4.739278316,-867.538208,-7.602539063,,,,,,
2.423333333,-4.721625805,-867.5127563,-7.484619141,,,,,,
2.426666667,-4.703988552,-867.4887085,-7.358642578,,,,,,
2.43,-4.68633604,-867.4650879,-7.214355469,,,,,,
2.433333333,-4.668715,-867.4414673,-7.081787109,,,,,,
2.436666667,-4.651046753,-867.4190063,-6.963134766,,,,,,
2.44,-4.633409977,-867.3973389,-6.84375,,,,,,
2.443333333,-4.615772724,-867.3762817,-6.724365234,,,,,,
2.446666667,-4.598135948,-867.3549805,-6.575683594,,,,,,
2.45,-4.580530167,-867.335022,-6.407958984,,,,,,
2.453333333,-4.562909126,-867.3155518,-6.262939453,,,,,,
2.456666667,-4.54527235,-867.2952271,-6.150878906,,,,,,
2.46,-4.527635574,-867.2750244,-6.030029297,,,,,,
2.463333333,-4.510014057,-867.2556763,-5.873291016,,,,,,
2.466666667,-4.492361546,-867.2367554,-5.708496094,,,,,,
2.47,-4.474740505,-867.2185669,-5.563476563,,,,,,
2.473333333,-4.457134724,-867.2003784,-5.445556641,,,,,,
2.476666667,-4.439528942,-867.1801147,-5.348144531,,,,,,
2.48,-4.421923637,-867.1600952,-5.257324219,,,,,,
2.483333333,-4.404349327,-867.1421509,-5.169433594,,,,,,
2.486666667,-4.386744022,-867.1262817,-5.066162109,,,,,,
2.49,-4.369153976,-867.1103516,-4.974609375,,,,,,
2.493333333,-4.351563931,-867.0928955,-4.910888672,,,,,,
2.496666667,-4.33398962,-867.074585,-4.828857422,,,,,,
2.5,-4.316400051,-867.0567017,-4.729248047,,,,,,
2.503333333,-4.298825741,-867.0419312,-4.626708984,,,,,,
2.506666667,-4.281267166,-867.0302734,-4.5,,,,,,
2.51,-4.263690948,-867.0193481,-4.381347656,,,,,,
2.513333333,-4.246171951,-867.0065918,-4.279541016,,,,,,
2.516666667,-4.228637218,-866.9918213,-4.147705078,,,,,,
2.52,-4.211117744,-866.9771729,-3.999023438,,,,,,
2.523333333,-4.193598747,-866.9628296,-3.875244141,,,,,,
2.526666667,-4.17607975,-866.949707,-3.774902344,,,,,,
2.53,-4.158560753,-866.9369507,-3.673095703,,,,,,
2.533333333,-4.141041279,-866.9232178,-3.554443359,,,,,,
2.536666667,-4.123522282,-866.9094238,-3.4453125,,,,,,
2.54,-4.106050014,-866.8969727,-3.334716797,,,,,,
2.543333333,-4.088577747,-866.8850098,-3.251220703,,,,,,
2.546666667,-4.071121216,-866.8751831,-3.211669922,,,,,,
2.55,-4.053648949,-866.8669434,-3.168457031,,,,,,
2.553333333,-4.036192417,-866.857666,-3.094482422,,,,,,
2.556666667,-4.018688679,-866.8488159,-2.985351563,,,,,,
2.56,-4.001232147,-866.8408203,-2.835205078,,,,,,
2.563333333,-3.983744144,-866.8322754,-2.682128906,,,,,,
2.566666667,-3.966240644,-866.8235474,-2.563476563,,,,,,
2.57,-3.948737144,-866.8157349,-2.491699219,,,,,,
2.573333333,-3.93124938,-866.8092041,-2.419189453,,,,,,
2.576666667,-3.913730145,-866.8012695,-2.315917969,,,,,,
2.58,-3.89624238,-866.7921143,-2.197265625,,,,,,
2.583333333,-3.878754377,-866.7828369,-2.091796875,,,,,,
2.586666667,-3.861266613,-866.7729492,-2.000976563,,,,,,
2.59,-3.84377861,-866.7641602,-1.939453125,,,,,,
2.593333333,-3.826306343,-866.7581177,-1.883789063,,,,,,
